offset,polarity,k,earth_max_rounds,leo_max_rounds,jitter_scale,seed,leo_enabled,earth_start,tail,livelock_min_preempted_rounds,outcome,decided_by,decided_ballot,rounds_overlapped,preempted_earth_rounds,preempted_leo_rounds,earth_success,earth_rounds,earth_p1_nacks,earth_p2_nacks,earth_late_nacks,earth_commit_latency_s,leo_success,leo_p1_quorums,leo_p2_failures,leo_p1_nacks,leo_p2_nacks,leo_late_nacks
1.0,leo_high,5,5,8,1.0,47,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.171718,0,8,8,0,0,0
1.0,leo_high,5,5,8,1.0,48,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.183875,0,8,8,0,0,0
1.0,leo_high,5,5,8,1.0,49,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.174289,0,8,8,0,0,0
1.0,leo_high,5,5,8,1.0,50,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.190066,0,8,8,0,0,0
1.0,leo_high,5,5,8,1.0,51,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.181191,0,8,8,0,0,0
1.0,leo_high,5,5,8,1.0,52,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.180847,0,8,8,0,0,0
1.0,leo_high,5,5,8,1.0,53,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.185194,0,8,8,0,0,0
1.0,leo_high,5,5,8,1.0,54,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.198442,0,8,8,0,0,0
1.0,leo_high,5,5,8,1.0,55,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.198735,0,8,8,0,0,0
1.0,leo_high,5,5,8,1.0,56,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,4,0.188226,0,8,8,0,0,0
1.0,leo_high,5,5,8,1.0,57,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.193045,0,8,8,0,0,0
1.0,leo_high,5,5,8,1.0,58,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.193590,0,8,8,0,0,0
1.0,leo_high,5,5,8,1.0,59,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.186530,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,40,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.184130,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,41,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.194959,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,42,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,5,0.170340,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,43,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.188288,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,44,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,4,0.179384,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,45,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.185774,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,46,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.194257,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,47,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.171718,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,48,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.183875,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,49,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.174289,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,50,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.190066,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,51,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.181191,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,52,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.180847,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,53,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.185194,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,54,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.198442,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,55,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.198735,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,56,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,4,0.188226,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,57,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.193045,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,58,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.193590,0,8,8,0,0,0
2.0,leo_high,5,5,8,1.0,59,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.186530,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,40,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.184130,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,41,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.194959,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,42,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,5,0.170340,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,43,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.188288,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,44,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,4,0.179384,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,45,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.185774,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,46,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.194257,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,47,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.171718,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,48,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.183875,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,49,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.174289,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,50,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.190066,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,51,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.181191,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,52,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.180847,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,53,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.185194,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,54,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.198442,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,55,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.198735,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,56,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,4,0.188226,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,57,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.193045,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,58,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.193590,0,8,8,0,0,0
30.0,leo_high,5,5,8,1.0,59,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.186530,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,40,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.184130,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,41,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.194959,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,42,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,5,0.170340,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,43,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.188288,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,44,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,4,0.179384,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,45,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.185774,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,46,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.194257,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,47,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.171718,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,48,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.183875,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,49,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,2,0.174289,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,50,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.190066,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,51,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.181191,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,52,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.180847,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,53,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.185194,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,54,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.198442,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,55,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,3,0.198735,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,56,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,4,0.188226,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,57,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.193045,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,58,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.193590,0,8,8,0,0,0
90.0,leo_high,5,5,8,1.0,59,1,20.0,45.0,3,earth_commit,earth,8502,0,0,0,1,1,0,0,1,0.186530,0,8,8,0,0,0
-10.0,leo_high,3,1,8,1.0,40,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,41,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,42,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,43,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,44,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,45,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,46,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,47,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,48,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,49,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,50,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,51,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,52,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,53,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,54,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,55,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,56,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,57,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,58,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-10.0,leo_high,3,1,8,1.0,59,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,40,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,41,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,42,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,43,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,44,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,45,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,46,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,47,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,48,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,49,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,50,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,51,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,52,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,53,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,54,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,55,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,56,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,57,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,58,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-5.0,leo_high,3,1,8,1.0,59,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,40,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,41,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,42,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,43,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,44,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,45,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,46,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,47,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,48,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,49,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,50,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,51,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,52,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,53,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,54,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,55,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,56,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,57,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,58,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-2.0,leo_high,3,1,8,1.0,59,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,40,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,41,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,42,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,43,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,44,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,45,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,46,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,47,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,48,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,49,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,50,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,51,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,52,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,53,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,54,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,55,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,56,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,57,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,58,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-1.0,leo_high,3,1,8,1.0,59,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,40,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,41,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,42,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,43,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,44,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,45,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,46,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,47,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,48,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,49,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,50,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,51,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,52,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,53,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,54,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,55,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,56,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,57,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,58,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.5,leo_high,3,1,8,1.0,59,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.2,leo_high,3,1,8,1.0,40,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.2,leo_high,3,1,8,1.0,41,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.2,leo_high,3,1,8,1.0,42,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.2,leo_high,3,1,8,1.0,43,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.2,leo_high,3,1,8,1.0,44,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.2,leo_high,3,1,8,1.0,45,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
-0.2,leo_high,3,1,8,1.0,46,1,20.0,45.0,3,leo_commit,leo,1502,0,1,0,0,1,4,0,1,,1,1,0,0,0,0
